class,text
Non-Hate,@Myalynn__x3 freeze bitch &#128514;&#128514;
Non-Hate,@Myalynn__x3 mhm bitch don't play with your life &#128299;
Non-Hate,@Mymangot2JOBS_ lmao yes bitch &#128514;&#128128;&#128128;&#128128;&#128128;&#128128;
Non-Hate,@NCPostGrad bitch please.
Non-Hate,"@NFLBadwitch bitch please. Don't get shot, Doug. @TheJazzyBelle"
Non-Hate,@NFLonFOX Random thought - If a bird crossing the path of a FG try were impacted by ball causing it to deflect off course. Re-kick or miss?
Non-Hate,"@NG5_ Thirsty Giants are always like ""ho, ho, ho"""
Non-Hate,@NICKjSPADA @AveragexBishop @Rcummings8 We were making those brownies at 4 am tired as a bitch. under the circumstances they're pretty good
Non-Hate,@NICKjSPADA @EnxadasFelipe @Lindsey711xoxo ik he felt like a bad bitch. Take it down a notch dex
Non-Hate,"@NOAA #EarthDayNOAA 
Is da colored folk allowed to join? Cuz in my hood folk worried about da watermelon not growin and da chicken too small"
Non-Hate,"@NOTJOHNROSS try being respectful, instead of acting like a fucking retard."
Hate,@NOT_UR_BRO @niccol3_xo lmao nigga shoulda said I would be balless bc dat cold bitch wont stop blowin me#swaagg
Non-Hate,@NTXProgressive Yeah..cause if anyone thinks this clown went to @target to buy Oreos is as stupid as all of them look
Non-Hate,"@NYDNSports @Yankees ugh , @Espo4710 put one 420 dead center off him @StFrancisNews"
Non-Hate,"@NYRKelsMads 
Dat damn dog eats betta den most colored folk do."
Non-Hate,"@NYRKelsMads 
Dat dawg live betta den most colored folk in my hood"
Non-Hate,"@NYRKelsMads 
I be wishin you was local. I takes you to da Yankee game and spoil you"
Non-Hate,"@NYRKelsMads 
I gots to be bein colored and all"
Non-Hate,"@NYRKelsMads 
Yeah man. He even scare me and I is a nigger"
Non-Hate,"@NYRKelsMads 
You never survive in da colored hood"
Non-Hate,"@NYRKelsMads @DArkMEATHOOK 
Dat colored guy be braisin"
Hate,"@NYRKelsMads @DaniloNavarro85 Hey fag, I said this was your aunts. *He* said it was you."
Non-Hate,"@NYRKelsMads @davidortiz @BarackObama 
I likes da Yankees"
Non-Hate,"@NYRKelsMads @popup82 Its Perfection. My brain crossed wires or something, I dont know why I came up with Concentration,maybe the ghetto one"
Non-Hate,"@NYRKelsMads @pucksk8r 
Ware da colored elite meet to eat"
Non-Hate,@NYRKelsMads Thanks for calling me a fucking fag.
Non-Hate,"@NYRKelsMads That pup was like, this bitch is AWESOME! Can I go home with YOU?"
Non-Hate,"@NY_NastyBaby you a lil bitch man,keep my name out to mouth. That's all ima say. #shhh"
Non-Hate,@NabilAbuAmirah... he is a redneck fuck. This turd cutter is the lyinest of liars and his district is made up of yhe same...
Non-Hate,@NadineLumley You suck it commie bitch @HajiHuntingGrl_
Non-Hate,@Naezus even this piss colored @The_Paradox piece of shit bought a one. Smh I hate you now
Non-Hate,"@NaiEpolag you may not like my stance on cops, but i didn't (and would not) call you a cunt. please stop copying me on these tweets."
Non-Hate,@NaomiDanielson that's like what some trailer trash chick would name their cat /-:
Non-Hate,@NaramY22 nah that shit gets me heated. I have the smartest mouth and know what I'm doing and get called a retard. I'm done playing games
Non-Hate,@Nashgrier purple monkey
Non-Hate,@NasshRodriguez @linndaroose always down patty never been a pussy &#128572;
Non-Hate,@NataIiaxxx @ladygaga suck on my throbbing pussy
Non-Hate,@NatashaBlah suck it up pussy
Hate,@NatlFascist88 @waspnse Jews and white race traitors have to be swept clean so the Aryan race can survive.
Non-Hate,@NatsuKun1 I'm already a hot white bitch and hot Latina get on my level
Non-Hate,@NaughtyBoyMusic bitch me too
Non-Hate,@Nautiwashere these bitches drippin sauce
Non-Hate,@NayNooski @kboavz which one bobby bitch or hot nigga?
Non-Hate,@Nazario1017 I feel that.. i see nothing wrong with the gta killing bc it's not the sole purpose of the game
Non-Hate,@Ncoleycole u still a mutt tho lol
Non-Hate,@Ncoleycole y u not on the monkey bars too lol
Non-Hate,@Neeksbethatguy I'm already out that bitch hahaha
Non-Hate,@Neeksbethatguy I'm signing up and it's ghetto as fuck lmaoo
Non-Hate,@Negroizzle @AnastasiaPacana @IHeinz2012 @R3lentlssTr0ll @M_Overture i trusted you queer cakes! wheres the passion? she made me do it dammit
Non-Hate,@NehmeBazzi @DatBoyRayT that kids a fag
Non-Hate,@NeoDaRegularGuy Oil? who said sumthin bout oil? bitch you cookin?
Non-Hate,@NeonTreezz @PoCBeauty ......so.....white people selling #African art? NOT COOL? Okay. #blackish #redskins #doublestandard
Non-Hate,@New_Dinero Alright pussy.
Non-Hate,"@NewsCommenter @gatewaypundit Who the Hell needs permission for anything from that fat-assed, ghetto whore?"
Hate,@Newser big fucking deal...cry baby niggers
Non-Hate,@NexusAltase Fuck her right in the pussy
Non-Hate,"@Nick_504_ @drewbrees nigga I still pull tho, and fuck you bitch u stfu"
Non-Hate,@Nick_504_ bitch who scarry am not backing down from no fuck nigga the fuck you talking bout hoe ass nigga stop dat talking and pull up
Non-Hate,@Nick_504_ fuck what a nigga gonna do I wanna see it and tell that nigga to stop acting like a bitch then
Non-Hate,@Nick_Coffee bitch i hit you with the dm and a nigga aint dm back
Non-Hate,@NicoleADietrich chug pee
Non-Hate,"@NicoleJeanxoxo @A_Mitchellll13 hahahaha ""move bitch get out the wayyyeee"""
Non-Hate,@NicoleJeanxoxo haha pussy lololol
Hate,@Nien_Nunb what did you search? Gay redneck episode 1 play?
Non-Hate,@NigggaPino a bitch got 8 &amp; I'm trinna change 2 &#128514;&#128557;
Non-Hate,@NikkiGentry843 just wait....karma is a #bitch
Non-Hate,@NikkiNigro22 lucky bitch!&#128545;
Non-Hate,@Nikki_Boo22 bitch you hella late I went yesterday lol
Non-Hate,@NipseyHussle nip Im tryna buy a copy of #Crenshaw!! But your http://t.co/DBLbyvX0pL website is down.. Let me know something!
Non-Hate,@Niyas_Destani burnt tho .. Jus like a nicca &#128514;&#128514;
Non-Hate,@NjzFinest_ your such a bitch lol&#128564;&#128564;&#128564;
Non-Hate,@NoBeeetch @Iam_webster faggot
Non-Hate,@NoBeeetch faggot ass fucking snitch
Non-Hate,@NoHazardNoParty @PiBBzYx @piersmorgan @Jim_McLaren I can't wait for the day they take them be a boon for the entire nation
Non-Hate,"@NoInfidel33 now kindly fuck off, like you said you were..twice! you sound like a little bitch...bitching! 
FUCKIN STALKER!"
Non-Hate,@NoMeatballs @mtaraban is so excited about his red velvet brownie.
Non-Hate,@NoMeek_JustMilz If they trash in yr 3 or 4 he'll waive it lol
Non-Hate,"@NoShtickZone Charlie Brown
A Christmas Story
Rudolph, but only because of the island of misfit toys."
Non-Hate,@NoShtickZone I called him a pussy and got blocked real quick by him and Bobby Kelly. I cant say I upset about it.
Non-Hate,"@NoiseyMusic no comparison the Beatles are a bunch of cunts, but the band that matters the most is The Faces IMO. Stones second."
Non-Hate,@NorahODonnell dishing Texas trash talking pts with racist @jdickerson maybe if GBush had apologize for all his sins he wouldn't be hiding
Non-Hate,@NoreigaStacks he forced it lol mad bitches came to my mind thru every bar
Non-Hate,@NotEvanLarkin @bbcollins32 birds of a feather flock together y'all &#128037;&#128035;
Non-Hate,@NotEvanLarkin FaceTime me nigger
Non-Hate,"@NotEvanLarkin hope not, I love dat bitch"
Non-Hate,@NotReallyGRyan think its cause she saw me doing biceps &#128527;&#128557;&#128514; lmao jk im still a bitch !&#128077;
Non-Hate,@NotoriousBM95 @Buckm00se fucking stupid crackers
Non-Hate,@NotoriousBM95 @MANIAC3X fucking creepy ass nigguh lmao
Hate,@NotoriousBM95 @gezus__ @Rodriguez5_ your getting blocked faggot
Non-Hate,@Notsosweetpea I like brownies &#128546;
Non-Hate,@Notsosweetpea SOO when we hanging out and makin brownies!!
Non-Hate,@Noworriezzzz basically we're mad at them for being hoes
Non-Hate,@Nreid27 lmaoo you're the pussy who will call the cops. Also if I wanted to find yu I would. But I'm not gonna waste my time with you
Non-Hate,@Nubianreine_ you women. And when you getting money the hoes gone come so how does that sound gay ? Rather make money anyday
Non-Hate,@NumbersDnt_Lie Yeah them hoes straight ima grab that light blue pair
Non-Hate,@NurbsTheOcho8 @tori_mills02 not dykes or anything&#128111;&#128539;&#128109;
Hate,@NyJusDntGAF just like a nig to come home when ever they want
Non-Hate,@NyJusDntGAF no one cares nigger
Non-Hate,@NyJusDntGAF to late niggers died first
Non-Hate,@NyJusDntGAF what's up nigger &#128513;
Non-Hate,@O3_Millz @xDSmooth idk who gave that bitch my name
Non-Hate,@O3_Millz this bitch not tellin me
Non-Hate,@O3_Millz white bitch?
Non-Hate,@ODDBEAST bitch get yo duck ass off my shit
Non-Hate,"@OG_Dakota lemme just throw a 302 in it, how's the tranny??"
Hate,@OG_HARM @moetzart @duckydynamo look at this nigger ass nigger shit right here
Non-Hate,@OLE_VertyBstard @thereal_EMandM @Holt3 lay in it brother I'm a honky
Non-Hate,@OLE_VertyBstard Yankee noodle is fucking awesome ya bastard.
Non-Hate,@OLE_VertyBstard let a honky know man lol
Non-Hate,@OMFGITSOSCAR basic trash
Non-Hate,@OMG_itsBrooke hey hoe
Non-Hate,@OMGitsKariC ima call his retarded ass
Non-Hate,@OTG_Kapo thats what i call it too !! Lol its beyond ghetto smh but man u needa quit playin and come back
Non-Hate,@OUBad just know a countryass old bitch in Tn. has ur back!
Non-Hate,@OVOmar23 thanks for the invite tho bitch
Hate,@OVOtilUOverDose @flossinlawson11 niggers*
Non-Hate,@OVOtilUOverDose your just building the pussy up lmao!
Non-Hate,@O_ShitItsLaura haha because I'm too cool for them hoes lmao jk I got reported supposedly that I was a fake account &#128554;
Non-Hate,@O_beKnowing the bitch that took my phone
Non-Hate,"@Of_Angelis yep, which is messier/more dangerous/more environmentally-unfriendly than their retarded new spouts. @innov82bgr8"
Non-Hate,@OfficialCCane naah da twitter bird &#128542;
Hate,@OfficialSkai dont tell me what to do. fuck balls kike nigger cunt tits cocksucker chink spic piss bitch bastard pussy faggot.
Hate,@OfficialSkaiS kill yourself ugly ass monkey looking shit
Non-Hate,@Official_DCole you gonna be 33 years old with no bitches watch...lol
Non-Hate,@OhaiStepJ what a smelly hater bitch
Non-Hate,@OhhhChad here come the desperate hoes &#128514;
Non-Hate,@OlTimeBaseball @Yankees @PaulONeillYES that matters ?
Non-Hate,@OldManRo you should check it out... it aint animated and has Charlie Murphy in it
Hate,@Ole_Boy @m10eezy yes I'm white washed because I don't go around repping my hood and saying a bunch of ignorant nig terms.
Non-Hate,"@OleanderPlume But no joke I will say NO IT IS NOT an Oleander and wife will say Son of a bitch.. Ron, yes the hell it is get out your book"
Non-Hate,@OliviaLuu3 Calm down you little Asian lol just go flip a bitch!
Non-Hate,@Omgitstamz this ho Korina is craycray.
Non-Hate,@OnThisCloud_9 fuck you bitch
Non-Hate,@On_Point_Prg @Fempop @WendyDavisTexas Did you take a picture of your pussy I hope you super sized it because it's huge grand canyon size
Non-Hate,"@On_Point_Prg @WendyDavisTexas @GregAbbott_TX boy talk about a,special kind of stupid far left is a under statement down retarded"
Non-Hate,@On_Point_Prg another keyboard commando in real life you hide like a little bitch
Non-Hate,"@OnlyHipHopFacts ""don't get head from hoes with overbites"" @ScHoolBoyQ"
Non-Hate,@OpalRose4UrSoul @duckydynamo @TreThreat it's a band negro
Non-Hate,"@OprahSideNigga @95ToInfinite 
exotic bitches
do exotic things
these hoes aint loyal"
Non-Hate,"@OptimusOdd mine will say ""the intimidator"" &#128514;&#128514; cause bitches can't handle it.&#128514;"
Non-Hate,@Orangeone4 @SteveWorks4You..biggest liars ever ...republican teabagger asshats like stockboy #pinoccio
Non-Hate,@Oreo @NHL if u zoom in you can see his hairy nipples
Non-Hate,@OriginvlEpic in the trash
Non-Hate,@Oskzilla @yaseenxkahn sleep niggah! Lol
Non-Hate,@Oskzilla I'll bitch slap you to the shadow realm!
Non-Hate,@Oskzilla come draw and paint with me niggah!
Hate,@Oskzilla fuck you fag!
Hate,@Oskzilla fuck you niggah you gay. Lol
Non-Hate,@Oskzilla go to sleep you fag!
Non-Hate,@Oskzilla in San Diego niggah!
Non-Hate,@Oskzilla niggah you gay!
Non-Hate,@Oskzilla not fair! You're still a faggot -.-
Non-Hate,@Oskzilla you wish niggah!!!
Non-Hate,@OsvaldoVause kik me u nigglet I need to know when we outs to the pool
Non-Hate,@OsvaldoVause text me u nigglet
Non-Hate,@OttawaPolitico Where does that fucking muzzie edict come from? Feds or Prov govt's?
Non-Hate,"@OurCofE An end to the ordination of women and faggots, whose only aim is to weaken and split our communion."
Non-Hate,"@OutterSpaceSWAG @ChipChipperson @out 
Chippah I hopes you ain't be hangin wit dis wigger boy"
Non-Hate,"@Oxy_Jon @conleyfanclub one charlotte store, but of course they are faggots"
Non-Hate,@Oz_lito bitch been on there for ah mintue cdfuuuu
Non-Hate,@PCMag Overpriced complete trash. Not even debatable.
Non-Hate,@PDaburei bitch nigga
Non-Hate,@PERRO5070 bitch tits
Non-Hate,@PRoseish I know you are a pussy ass coward that is weaker and smaller like GZ
Non-Hate,@PRoseish we don't send pussy ass cowards to old sparky
Non-Hate,@PRoseish yeah because George Zimmerman is a pussy ass coward.
Non-Hate,@PWilliamsD I need some clams on the half shell :-). Down here all you can get is deep fried clam necks.
Non-Hate,@PabloMuchoLive she a hoe not a housewife &#128527;
Hate,@PablyAndrew it was Paul McCartney faggot
Non-Hate,@PacDaGoat neck TITTIES then pussy
Non-Hate,@PacTha_Mac imma shoot that bitch
Non-Hate,"@Pacific_Tomb yeah, us crackers are the devil."
Non-Hate,"@Pacman_Dre_SB I said something to you gorilla, stop listening to monkey music"
Non-Hate,@Paid_My_Dues_ YEAH! When you see him again.....That son of a bitch owes me money! Tell him I been looking for him!
Non-Hate,@Paixj_ right these hoes ain't loyal
Non-Hate,@PamSchep This bitch is not only an idiot but a troll! #spamblocked so keep spewing ur shit @CalFreedomMom @RalphyBoyUSA @ABC @scottddolan
Non-Hate,@Pandah_Pooh put your money up pussy
Non-Hate,@Param0nster_ you and me having Twitter bird shaped pancakes that would just be a start
Non-Hate,@ParhamBryce @lllexiss @lukejohnson06 @laurenbeckkkk1 alright then we'll in calling you a pussy also
Hate,"@PatDollard Fuckin muzzie cunts, should all be deported, savages"
Non-Hate,"@Patchy_Beard G's up, hos down, Rush. I mean clearly he likes to party."
Hate,@PatriotsOrg Screw the ragheads.
Non-Hate,@Pattty_B I called your bitch ass &#128530;
Non-Hate,"@PaulConroy @habeshasuperman oh, it's coming up, little bitch, and the U.S. Has no veto over it. It'll be a thrill to watch."
Hate,@PaulMoon8 @yurista4life @justinmiculka01 you fuckin Yankees I'll be there in 2 months I'll meet you pussy
Non-Hate,@Paulyy2 nah some honkey lookin dude at chr
Hate,@Pecan_B19 @ObeyMy_Realness dryer then them bad ass eyes of your fag
Non-Hate,"@PenguinGraham Yup, he did, like a straight bitch"
Non-Hate,"@PennyTheGOAT 
The Biebs is getting fucked right in the pussy"
Non-Hate,"@PennyTheGOAT 
This look more like your little baby son of a bitch. http://t.co/GO58cT7ue7"
Non-Hate,@PennyTheGOAT right in the pussy
Non-Hate,@Pepper_Redbone @Yankees @Mets Exactly by folks who can't favor to get into that lovely old stadium.
Non-Hate,@Pepper_Redbone @Yankees @Mets I miss NYC!! Nashville needs a pro AL team. The closest is KC or Tampa. That's pretty bad. The south is NL.
Non-Hate,@Pepper_Redbone @Yankees @Mets I miss the pizza! The passion.
Non-Hate,@Pepper_Redbone @Yankees @Mets Oh yeah. And the annoying damn duck calls?? They outta be banned. Duck horns??
Non-Hate,@Pepper_Redbone @Yankees Just getting in! I hope so. Cause they stunk it up last night.
Non-Hate,@PerezHilton \the whole bunch of the trash needs 2 jus go away. they r jus trash!!!
Non-Hate,@PerezHilton omg... ppl gonna bitch...
Non-Hate,"@Persianboi10 @RyanTBurnss HAHAHA ""chunky goalkeeper makes a save with his stomach"""
Non-Hate,@Pete_OR i prefer zebra visually. Didn't know about lesser costs.
Non-Hate,@PeterClifford1 @Penny_G @AngryBraveHeart @SheikhKhalifaPM love H.birds! Used to feed them when I lived in WA state. Hv them on mtn in S.Ore
Non-Hate,"@PhantomGourmet Someone gave me a nip of Baileys irish cream coffee, what can i use it with,suggestions?"
Non-Hate,@PhilHecken I don&#8217;t understand how it&#8217;s weak to give anything to Jeter when the Astros barely have any history with the Yankees
Non-Hate,@Piercethetit @Xenoss_ I don't love these hoes
Non-Hate,"@PimpBillClinton @tareksaadmisr that's Arabic for ""you one pussy gettin motha fucka"""
Non-Hate,@PinchSuckBlow lmoa @ high as giraffe pussy
Non-Hate,@Pinche_Escobar too make up for your yellow chompers? #candyass
Non-Hate,@PinkChocolateBK I thought it was beyond retarded & not scary at all!
Non-Hate,@Pipe_Tyson Me? Nigga YOU the pussy. I got hands for you dawg!
Non-Hate,"@PlannedSickDays hey, do you have that screen shot of djk's wiki page being updated regarding the trash can incident?"
Non-Hate,@PlasticDom can we plz go to Starbucks and do that. Ebola sounds like a really ghetto hood name tbh.
Non-Hate,@Pnolia_jay shut up bitch nigga
Hate,@Po0pdogg back up faggot
Non-Hate,@Poffalicious hell no man I'm retarded good at situps.. that run was weak tho
Non-Hate,@Pohlman2 do I look like mike Vick bitch
Non-Hate,@Police_TactGear Article is flawed. Took my first CHP with BRPD. Was well done. Even had 2 ghetto gals with a jammy Hi-purnt 9 but well done
Non-Hate,@PowlengMawi yung nakalagay sa second page ng handout na may closed ended questions etc. Tapos lalagay sa 1/2 yellow pad
Non-Hate,@PraviKingDino bitch
Non-Hate,@PraviKingDino you like men faggot.
Hate,@PrayForJack new york niggas quick to take off on a bitch in public boy lol!!!!!
Non-Hate,@Pretty_WarZone shouldve caught it the first time nigger
Non-Hate,@Prettyflacko21 taking off like a bitch bra
Non-Hate,@Pribski86 idgaf hoe
Non-Hate,@PrimoMars nicca u read what i typed u aint slo by a long shot dont play dumb now litebrite lol
Non-Hate,"@PrinceDemitri @TheWeek @russlljones Typical Hitchens type atheist and was watching a doc on how hollywood hates god, ready to mock it."
Non-Hate,@PrinceGreenJr why hold back? Just say they're as retarded as their tits are fake there's no in between...
Non-Hate,@Prince_WilliamB @MixyArts This nothing to do with my shoes you ignorant twat.
Non-Hate,@Princesslexii16 Damn you just called yourself a bitch bruh ? Lol &#9995;
Hate,@Princesslexii16 Fucking coon
Non-Hate,@PrissyPisces_ I'm talkin bout sluts and hoes in general
Non-Hate,@Progress4Ohio @msnbc @meetthepress Would not spend my money on trash like that!
Hate,"@ProperEtacet fuck your mother, faggot"
Hate,@Prophzilla I don't hate that he blew up from 3005 like a hipster but I hate the faggots who say they love his music based off his worst +
Non-Hate,@Prophzilla I honesty think the internet is just full of retards.
Non-Hate,@Prophzilla before I went off to college I wanted to get a ukulele but quickly realised I'd be a bigger fag than the guitar kid in the quad.
Non-Hate,@ProsperINDIA ho no. Without ur vote we lost the election. AK49 is taking oath as PM today. :-)
Non-Hate,"@ProtectYourNet I know right? But here I am wasting time thinking '1more hr till I start the day...' 
I'm retarded! &#128541;"
Non-Hate,@Pudingtane ....yeah....I don't think its about #injuns. I think #redskins is about #politics and #alcoholism in #WashingtonDC .....
Non-Hate,"@PushinUpRoses My current favorite line is Shea Moisture. It's at Target and CVS. Great for dry, curly, and/or colored hair."
Non-Hate,@PussyBeezus_ whatever hoe
Non-Hate,@PzFeed This guy would SO get a show on Spike if they could somehow revive the son of a bitch. I'd watch.
Hate,@QUAN1T0 You retarded bruh lol
Non-Hate,"@QVC strawberry shortcake. Stacked with whipped cream, yellow spunge-cake, &amp; sliced #strawberries freshly picked from the farm w/ my kids."
Non-Hate,@QovEm Just played against a Heimer support. Biggest faggot ever. Stupid cheese champion.
Non-Hate,@QuantRyse @HairyPotterZ @Hockeypuck55 if I get blocked I'll be on that bitches porch drunk and yelling. Holy shit.she was right..I am kanye
Non-Hate,@QuavoStuntin my bitch got the dope in her panties sssshhhhh you to Dramatic
Non-Hate,"@QueChele u know how Hispanics be takin All the jobs these niggers won't? Yeah, somethin like a hispanic"
Non-Hate,@QueenIttyBitty lmfao I wasn't scanning anything..the fat hoes was hittin me up
Non-Hate,@QueenSAVage97 @FresH_BoY_Will how you gonna compare sushi to pussy tho there ain't no dicks going in your sushi &#128514;
Non-Hate,@QueenSAVage97 naw I Juss like making you a lil mad &#128514; I have been gone for too long tho I hate the boonies&#128589;&#128564;
Non-Hate,"@QueenShyba laughin at my screenshots. no bitch, this might be a code red."
Non-Hate,@Queen_Kaaat how about I just fuck you right in the pussy
Hate,@Qui_ThePharaoh @zApollo0803 @MildlyDarkSkin hes a lying faggot. he used inspect element to change the number of dollars in his account.
Non-Hate,@R3lentlssTr0ll @AnastasiaPacana yes i like dick and i hate bitches. who am i now?
Non-Hate,@RAEPaelMunturo @WorldStarFunny aye sae en feeld kawkin dyke
Non-Hate,@RAEPaelMunturo apparently not many bitches have seen that
Non-Hate,"@RBesofii 
Cants even fool a colored man wit dis bullshit http://t.co/gtln1tpMgi"
Non-Hate,@REAL_Kaysavage that bitch was going or nawl
Non-Hate,@REM_2014 @FunnyPicsDepot @DavetheBrave1 bitch ass voices in his head haha
Non-Hate,@REM_2014 @SupahFienMode bitch ass Jorge Haha ain't you at work nigga?
Non-Hate,@REM_2014 I'm drunk that hoe by myself bro solo dolo
Non-Hate,@REM_2014 biiiiiiiitch don't start with this again haha my niggggg grandma come over hoe!! If ya want I'll try to scoop ya up today if ya
Non-Hate,@RFam2550 shut up faggot
Non-Hate,@RFradsham fuck you bitch #shrimp #shorty #midget #dwarf #infant #jk
Non-Hate,@RHook220 @ohwait_itsKate @EjPeruski5634 pussy x3
Non-Hate,@RJ_diggins86 get some sleep pussy.
Non-Hate,"@RNIC_BAM - you heard me.&#128530; letting people know you having relationship problems &amp; arguing on here, that's what them hoes like, so stop."
Non-Hate,@RPopBox @boxing Yeah he definitely wasn't the same guy who fought Lara but he cuts the ring off well which should be a huge boon to Canelo
Hate,@RSBerto Dumb Haitian fake black faggots. Go to Haiti and neck yourself.
Hate,@RabehChararah1 lmaoo what a fag
Non-Hate,@Rachijuana I popped a Molly every day last year #beat#that#bitch
Non-Hate,"@RacistNegro69 @MrMooncricket fuck you, punk ass racist lil dick bitch. I've reported you fool."
Non-Hate,"@RainCaudillo word. Do any of ur decisions include anchor, feather, infinity sign, bird?"
Non-Hate,"@RainaluvsA in that picture yes, I haven't had an updated pic added the angel wing is colored now too, and thanks represents what I am ;)"
Non-Hate,"@RainaluvsA intimidated?! What pussies, all I see is a sweet, honest woman, but seriously you could make this stalking thing so much easier!"
Non-Hate,@Rams_6 happy birthday bitch!
Non-Hate,@Ranae_26 i can't why you up hoe &#9825;&#9825;
Non-Hate,@Rasheed_Sheen everything but im outside come get this bitch
Non-Hate,@Rasheed_Sheen man damn dude come get this bitch lml
Non-Hate,@RatchetSue the only thing better than a bargain is a Yankee bargain.
Non-Hate,@Raul_leura @no_way_hoesaaay lmao that nigga was about to go Beethoven on that bitch &#128514;
Non-Hate,@RavenPeltier_ @Jesuslovinj @_B_R_Y_C_E_ still a bitch though
Non-Hate,@RavenPeltier_ these hoes ain't loyal
Non-Hate,@Rawker8 @Ronnie2K @NBA2K get some money and stop playing that old trash.
Non-Hate,"@Ray_Lakee #fag
 Fuckin pirelli tire black ass nigga whit a white boy shirt on but my nigga did loosen up a lil bit.#bowbow"
Non-Hate,@Ray_dec15 haha yeah they do say im a little bitch
Non-Hate,"@RealFannyMagnet with pick up lines like you have...I bet you get so much pussy, the numbers are in the negative."
Non-Hate,"@RealGilbert &amp; the hunters anthem goes ""Al Goreing we will go, Hi ho the dairy O Al Goreing we will go"""
Non-Hate,@RealNiggaSherm bitch
Non-Hate,@RealNiggaSherm wen he ho dwn da road
Non-Hate,@RealNoth no wonder your career is in the dump that's where trash like you belongs. Thanks to @greggutfeld for pointing out your true colors
Non-Hate,"@RealPimpinKen PimpinKendotnet, sell a bitch pussy til it's drip drop wet, the vet, not the pet!

Hey, Bitch!"
Non-Hate,"@RealSkipBayless @KingJames is a little bitch , that's why"
Non-Hate,@RealSkipBayless haha how much are you payed to CONSTANTLY NOT KNOW what you're talking about??? Dumb ass &#128514;&#128076; wade is trash
Non-Hate,@RealSkipBayless man what about Wilson being the 2nd Black QB to win a chip? Talkn about trash talk. No shine for Russell..
Non-Hate,@RealSkipBayless of course u would you PC lemming.one just says the word nigger.the other has all the potential to reek havoc on society
Non-Hate,@RealWallieWall Ms. Martinez fuckin with the cripple kid?!
Non-Hate,@RealWallieWall Sheet i can't do that too a cripple
Non-Hate,"@RealYdotGdot We in dat bitch, my dude!!!"
Non-Hate,"@Real_Liam_Payne be a pussy

as in cat"
Non-Hate,@Real_Liam_Payne be a pussy http://t.co/ttzsxBtS74
Non-Hate,@RebellBlume Hats on us not trash tho lol
Hate,@RedNationBlogga fuck those faggots
Non-Hate,@Reed8608 My nigga know he a bitch
Hate,@ReiddH i agree my fellow cracker.
Non-Hate,"@Rellokid George didn't have a twitter called ""no limit nigga"" where he talked about fighting, drugs, guns, and bitches and hoes."
Non-Hate,@Rene_gadeCowboy Of course. I was being bitch. Learned from my mom how to make a guy feel like he's 1 foot tall.
Non-Hate,"@RenoConfession one time at band camp, I stuck a flute in my pussy 
-Spanish springs"
Hate,@RepGutierrez You are full of it! These so called children are not children. They are illegal border jumpers MS!# gang members.
Hate,@RepulsiveTool And the only band that sucked worse live is those fags Guns &amp; Poses.
Non-Hate,@ResiDinero bitch crib while she cooks me cheesed eggs
Non-Hate,@ResiDinero if we finna hoop inside or out fucking retard that's what I'm saying let me know allergic reaction lip ass nigga
Non-Hate,@ResiDinero we some hoes bruhhh lol
Non-Hate,@ResiDinero ya bitch crib
Non-Hate,@RespectBox @lefthooklounge @Rodriguez5_ he's texas trash bro
Non-Hate,@RetroReasoning I think most RPGs are for the birds. I ain't no bird brain yo
Non-Hate,@RetroReasoning retarded pussy games #notPC
Hate,"@ReverendGrim @TitsOfAnarchy 
I likes dat name. Dem sand niggers needs to know dare place in da pecker order"
Hate,"@RevolutionUK_ Jesus I would love to do that and more to those muzzie torturers, fucking animal savages"
Non-Hate,@Rhyds_herrrrrr shoulda came to bird mans that shit was so lit
Non-Hate,@RicHieDev_ @CONVERSES_ON she can stay as close as she pleases nigguh
Non-Hate,@RichBum_Mitch say how you do that I got this lil bitch who ain't getting the memo
Non-Hate,"@RichHomieLexx_ tryanna explain sumn to des young boys out here now days,they don't know wat a true pimp is I be pimpin des hoes moma Lmfaoo"
Non-Hate,@RichardEngel ugh..and lemme guess they have yellow cake too? Heard this story before..
Hate,@RichxInxFlavor I'm not a fag. Gtfo
Non-Hate,@RickBakas Not hard to...she's kind of a hoe. &#128513;
Non-Hate,@RickiRoma bitch watch ya tone before I drag you to the recycling bin you bitch ass nigga. You gon end up like limewire ol .exe ass nigga
Non-Hate,@RickiRoma shut the fuck up. You guys a mediocre washed basura juice. Sit down and win close games against raiders and jets faggot
Non-Hate,@RickyNgan target got them high class hoes
Non-Hate,@Ricky___m you bitch -.-
Non-Hate,"@RicoChavo oh, you cute, you fancy bitch!"
Non-Hate,@RightWay2 getting into people's faces? LOL YET u r the teabagger all over my twitter dash. Shut the fuck up already.
Non-Hate,@Righteouz_ @growejr I could have that chick there boobs in my face and score the fight better than the bitch that made it 114-114
Non-Hate,@Righteouz_ @growejr that bitch should be in jail for that 114-114
Non-Hate,@Righteouz_ lmfao!!!!! I remember all the rednecks in my school with that shit lol
Non-Hate,@RihannaHasAids I had free tickets and couldn't go because I had chemistry ain't that a bitch
Non-Hate,@RihannaHasAids I knew farquaad a faggot
Non-Hate,@Rik_FIair Pusha T and Ye gonna have to write the whole bitch
Hate,"@RileyCooper_14 so your a ""nigger"" fighter huh"
Non-Hate,@RishaaWilliams byee iverrishaa &#128514;&#128514; ghetto ass name
