class,text,hate
Non-Hate,request for nomination english works campaign certificates of recognition for companies supporting the development of english language skills of ma immigrant workers past awardees ,0
Non-Hate,hani amp his family are from aleppo syria after resettling to the us the support of world relief empowered them to open a catering business aleppo buffet which serves syrianinspired foodyou too can empower refugee families xd worldrefugeeday ,0
Non-Hate,dear see articlesection aka the guaranteeclause amp stoptheinvasion by buildthewall shutitdown and buildthewallnow you all swore to uphold the constitution so do it maga kag trumptrain ,0
Non-Hate,is the us preparing to house migrant kids on contaminated sites ,0
Non-Hate,forced migration history ,0
Hate,the illegal immigration problem was started by continued and made worse by government years ago we had free and open borders to the south and supply and demand for labor determined how many came,1
Non-Hate,local exhibit activities shine light on refugee experience ,0
Non-Hate,the trump administration ended a program with more than success rate attendance for immigration court hearings attendance for ice appointments learn more here frontlinepbs endfamilyseparation endfamilydetention ,0
Hate, american taxpayers are subsidizing labor costs of american employers who hire immigrants particularly if the employers are not paying a living wage or providing health benefits if hiring immigrants puts americans out of work were paying th,1
Hate,corey lewandowski i am sure liberals wont be upset that these illegals killed us citizens separatng their familes illegal immigrant charged with killing two miami women dumping bodies on street foxnews,1
Non-Hate,secureourborder sextrafficking womensissues slavery policeso you think ice immigrations and customs enforcement is evil one of the things they are ,0
Hate, pass the plan why ae we allowing immigrants to become public charges which is against he law they should be deported trump maga rednationrising ,1
Non-Hate,picture the couple engelbert and spera both jews engelbert is now elected in the austrian parliament for the vp he says in the newspaper haretz the danger for jews doesnt come from fpnazis more from islamic refugees which import antisemitism to austria ,0
Non-Hate, season is being filmed in gt six weeks u dont want to miss szn theyre asking for donations to raise an extra in order to bring on brilliant young immigrant filmmakers as lead crew members and producers for this season,0
Non-Hate,bishop appeals to church groups to take action as migrants now account for percent of reported cases ,0
Non-Hate,immigrant experiences why immigrants come to the united states and what they find when they get here ,0
Non-Hate, myanmar doesnt want to see the rohingya return home so after destroying our homes they are now occupying our land persecution humanrights ucanews ,0
Non-Hate,lovely immigrant appreciating her new home ,0
Non-Hate, thanks for suing new jersey school districts over discriminatory id requirements for enrollment not only is this a violation of state law but merely posting these policies online can have a chilling effect on enrollment of immigrant students t,0
Non-Hate,what an amazing gift for mary and matta and other young immigrant children ,0
Hate, new balkan route a problem croatia is absolutely correct to tighten patrols to stop the illegal migrants from entering in an effort to reach the rich eu countries v visegrad ,1
Non-Hate,ryan putin does not share our interests values ,0
Hate,says it all migrants refugees refugeesnotwelcome ,1
Hate,lauren southern tries to kill refugees in the mediterranean conservative british government oh fuck off youre not welcome in the uk chris kenny ooh lauren southern i cant believe she wasnt allowed into the lakemba mosque what about freedom,1
Non-Hate,wild rt hivpositive shelter worker sexually abused teen immigrant boys authorities say tv ,0
Hate, please be warned snp the scots people did not give u a mandate for mass immigration in our name dont under estimate this,1
Non-Hate, now theres a point to ponder why not indeed maybe because theres an agenda here and it has nothing to do with helping anyone and a lot to do with destroying the west,0
Non-Hate, dont dare to tell us about syrian refugees,0
Non-Hate,trumps immigration policy is sinful rev al sharpton tells ny protest ,0
Non-Hate, sad is the night of tears where darkness hides the arms of the innocence are we so afraid to say no to migration ransomed noway,0
Hate, this is past today each refugee isnt need in usa,1
Hate,italy is the worlds th economy and is on a trajectory that in the long run will end in an economic implosion due to demographic decline not solvable by forced mass immigration the debt ratio will be percent by ,1
Non-Hate, diversity means chasing down every white person enoughin its time to let diversity be someone elses strengthremigration easy come easy go ,0
Hate, illegals buildthatwall,1
Non-Hate,germany considers tough response to spain migration surge ,0
Hate,hungary police repel migrants at serbia border editors pick sept via done,1
Hate, please discuss who will pay for all the services immigrants receive k or more per child per year education alone who will pay this and everything else,1
Hate,no bich you killed him by coming here illegally you both made the choice get the hell out of our country deportthemall deportimmediately buildthatwall getout wife of undocumented mexican dad blames trump for his suicide ,1
Non-Hate,fundraising eventsit is very disturbing and wrong to spread rumours about fundraising events organized for ,0
Non-Hate,germany hoping for a breakthrough in migration talks with italy and greece ,0
Hate,send message to the german embassy loud and strong resign give ordinary germans the right to say no to immigration now not next year,1
Hate,illegal immigrant with assault rifle shoots at tx interstate drivers yearold girl hit in the head ,1
Hate,radical muslims are granted extra rights radicalislam nosharia nomuslimideology buildthatwall trump maga potus christianity jesuschrist ashallnotbeinfringed,1
Non-Hate, too bad trump poisoned the well on immigration by focusing on a worthless wall he could have been a hero by solving daca issue and the points you and i just raised those were doable,0
Non-Hate,finland poor refugees locked in cage after it turned out they were members of isis free speech time ,0
Non-Hate, apart from getting the immigration bit horribly wrong it was a diplomatic nightmare of a question cleverly avoided lets be fair he knows hes deeply unpopular here but wants to evade upsetting the british government as much as hes upset,0
Non-Hate,please consider acting today this is immigrantheritagemonth and refugeeawarenessmonth its time to speak up on behalf of those who need an advocate ,0
Non-Hate,philadelphia will issue municipal id cards starting next year philly ,0
Non-Hate,the us has inflicting lasting trauma and pain upon immigrant families forced to live in horrifying uncertainty it has to end now familiesbelongtogether endfamilyseparation ,0
Hate, mr president please pass an executavie order making it illegal for noncitizens to vote and please have ice agents at every voting station to deport these criminalsbuildthatwall,1
Hate,we are above the law migrants throw garbage at romes ancient sites free speech time ,1
Non-Hate,kenya to invest in vocational training for refugees to enhance their integration in the host country through employment or entrepreneurship withrefugees worldrefugeeday ,0
Non-Hate,one of the biggest political crooks in the history of the world when history exams his claims about iraq weapons of mass destruction libya and the refugees he will be seen as the architect of the destruction of most of the middle east ,0
Non-Hate,eu countries may be paid to host migrants in secure centres ,0
Hate,time to stop illegals from using kids as a get out of jail card detain and deport never let them see a us city stop catchnrelease sendthemback asap trump maga rednationrising immigration no illegals,1
Hate, theyre death throes the louder they get the closer they are to the end of the dsocialist rd world dumbsht party the do as i say not as i do party motto commies r us maga nodaca howdoyoulikeusnow,1
Non-Hate,emergency services rushed to the scene yesterday ,0
Non-Hate,we appreciate the ongoing advocacy for immigrants by and ,0
Non-Hate, of syrian refugee kids live in poverty in jordan un ,0
Non-Hate,lesson for the usa regarding disappearing affordable housing how over wealthy immigrants took a back door into vancouver and torontos housing markets ,0
Non-Hate,immigration the us lost track of almost children last year heres why people are outraged now ,0
Hate, theres an agenda jprdan white genocide is a crimeeu funded report tells journalists not to write negative articles on migrant crisis it even urges them to report colleagues to the authorities for hate speech crimes,1
Hate, anti american illegal immigrant uprising in california gets exceedingly worse for american citizens who are now in grave danger they are in a state of emergency ,1
Non-Hate,still so good she and the other white writers who marveled over my luck wanted to try on my otherness to advance their value in the literary marketplace but i dont think they wanted to grow up as an immigrant in the united states ,0
Non-Hate,immigration committee holding special hearings on asylum seekers will be interesting looking forward to how this plays out ,0
Non-Hate,us must stop separating migrant children from parents un washington unitedstates unitednations ,0
Non-Hate,russia liquidates its us treasury holdings zero hedge no surprise here,0
Hate, this makes me happy the only thing that would make me happier is if they just made them do a u turn at the border buildthatwall,1
Non-Hate,nicola learn your lesson that its the very non scots and migrants who stopped independence can we have our dropped kerb legislation first,0
Non-Hate, immigration leads to people not being used to self mange in the nhs i often hear in our country well its not your country u take,0
Hate,alabama illegals force yearold girl to watch murder of her grandmother then behead girlillegalaliens alabama animals kagrolltide walkaway lockthemallup sendthemback buildthewall maga trump trump qresearch patriotsfight redpill,1
Hate,democrats need to change that hispanic split of hispanics surveyed here think most immigrants are in the united states illegally that is likely a contributor to dems not being able to win hispanic votes by a bigger margin,1
Non-Hate,citiziens of malmsweden prtoests they cannot go out by night specially women because foreign criminal refugees have the power on streets sweden run quick into a third world country level ,0
Hate,when did angela merkel last said something hello germanyberlincolognemunich i love you thank you oh never happened she even threw away our country flagoh and invited billion of illegal aliens into our country while other imigrants like turks are already so toxic ,1
Non-Hate,giddy up friday night document surprise from office of inspector general ,0
Hate, a pallet of bricks arrived today just in time to be placed on our memorial wall tomorrow on our memorial broadcast via we are also shipping out several bricks to patriots that ordered help buildthatwall ord,1
Hate, will islam ever be at peace with its self as it goes to war with itself no wonder uk people do not accept its refugees,1
Non-Hate, could you please explain why you praised the research of an antimuslim and antiimmigrant foundation linked to orbans farright government or why you are hosting events at the hungarian embassy for this foundation h,0
Hate,illegals are not immunized therefore bringing more illness into our country buildthatwall,1
Non-Hate,hundreds of immigrant children are still separated from their parents but the trump admin thinks that sounds like a personal problem they filed a court doc thursday arguing that aclu attorneys should be the ones to try find the missing parents that were deported wo their kids ,0
Hate, beware usa europe from illigal immigration ,1
Hate, the idea is to bring in the dreamers so that they vote for democrats because dems know they have to import their voters that is literally the only reason the democrats care about this issue in the meantime yes their parents,1
Hate,migration isnt possible to stop with humanity sorry only to execute them open with tv will end this stream immidiatly europes humanity will not allow to do this and this means millions of refugees will come and destroy the own countries and everything of civilisation ,1
Hate,after libs help them avoid audit california dmv finds bad voter registrations illegalaliens buildthewall nodaca noamnasty underminesourdemocracy voteredtosaveamerica,1
Hate,welcome to final wave feminism the acceptance of a rape culture and islam so long as it isnt perpetuated by western men they are fine with it tell others not to rape doesnt apply while muslim in scandinavia feminismiscancer islam refugees europe ,1
Non-Hate,before and was a young girl whose immigrant parents were deported dont miss her stunning memoir my family divded ,0
Non-Hate,immigrants using nearly percent more food stamps than americans via ,0
Non-Hate,president trump hosts law enforcement roundtable on ms gangs and immigration issues ,0
Non-Hate,our neighbors need to know theyll be safe in school or when getting critical health care must sign sb to keep our immigrant communities safe ilgov twill,0
Non-Hate,im so excited to announce my partnership with ill be teaching people my secrets to the kitchen in an intimate cooking class in la with airbnbexperiences all proceeds will be donated to the americans for immigrant justice foundation ad ,0
Hate, build a wall give illegal immigrants a year to come forward and give them a pathway to citizenship after a year if they havent come forward they will be deported,1
Non-Hate, immigration in a picture,0
Non-Hate, lets get it straight universal credit is more to do because of the impending numbers of migrants poor people are the victims,0
Hate,mexicos not sending their best theyre dumping their killers aka garbage on us stoptheinvasion deportthemall noamnesty buildthewall ,1
Hate, migration from the islamic world seeded with terrorist cells is the greatest threat to europe from middle east but would not a us war wiran increase rather than diminish that threatanother neocon nightmare bolton a discredited failurev,1
Hate,immigrants convicted of felonies and serious misdemeanors should be subject to citizen revocation and deportation why are we keeping criminals here,1
Non-Hate, tells trump not to give immigrants dna test to make sure their the kids parents just hand them over to child trafficers like obama maga rednationrising fridaymotivation via ,0
Non-Hate,the budget of the armys in several countries of the region will say who is able to react its only important if usa or russia are involved if an adventure goes in a new round which undertakes us ,0
Non-Hate,we must dismantle myths that excuse hateful immigration policies and harsh enforcement the truth is that immigrants are a benefit to our communities not a burden and the essential truth is that they are people and our moral duty is to welcome ,0
Non-Hate,over the past years world relief has welcomed nearly women and girls fleeing persecution give today to support our work in welcoming refugee and immigrant women and their families ,0
Non-Hate,wrong egypt did not have a welfare state jesus family did not put a strain on its economy therefore jesus being a refugee in egypt should not affect tour view of refugees no welfare state open boarders welfare state closed boarders btw welcome back chh needs you ,0
Non-Hate, that will give him something to try for az says he is gone he voted correct but his ideas on illegal immigration is not ours az,0
Hate, i that book you carry quote from kamala the book is the constitution does not protect right of illegal immigrants kamala harris intend to follow us constitution buildthatwall spygate russiagate,1
Hate,nohrnodacanohbbuildthewallundocumented drunk driver killed oregon couple on motorcycle via ,1
Non-Hate,amazing legal immigrant lady ,0
Hate, these animals are ungrateful invaders parasites sucking off the liberal tit of the host country nodacabuildthewall,1
Hate, bloody germany who needs germany we dont want their visa plans were are fed up of being over ran by migrants no uk jobs threaten,1
Non-Hate,frustration and heartbreak as migrant parents look for kids ,0
Non-Hate,they ask us to integrate into society and to learn the german language but i couldnt find a place to live for three years because my requests were ignored refugees ,0
Non-Hate, try or and can you help or give direction,0
Non-Hate, since years its a fight between muslim and christian religion which is better and right the fighter of both sides have blood on her hands and it dont stop now many refugees bring war to other countries culturell exchange isnt possi,0
Non-Hate,if he makes a recommendation of refugees or the the contractors want then know that there is no ,0
Non-Hate,idk if you have to explain the purpose of a huge blob of concrete that was partially built by flattening an immigrant neighborhood then maybe youre doing something wrong ,0
Hate, join the patriots order a laser engraved brick to help buildthatwall today ,1
Non-Hate,christians in iraq and syria are facing genocide unlike the thousands of refugees pouring into europe who ,0
Non-Hate,illegal immigrant beheads yearold special needs girl murders grandmother officials say by aag,0
Hate,dhs expands power to initiate deportations for immigrants with criminal records false documents or collect us benefits of mexican and central american on welfare trump maga scott puritt immigration rednationrising montana ,1
Non-Hate,bincy and sony share their experience of dealing with carmento immigration via ,0
Hate,calais jungle refugees get a grip france they are visitors they have no rights or in a position to demand europe needs to get a grip,1
Non-Hate,photo of shooter in tenn church attack sudanese immigrant arrestedemanuel sampson from sudan ,0
Non-Hate, green tried to prevent a plane from leaving wmigrant to be deported on board unlike in sweden the activist was promptly arrested amp the plane departedfinland took action to control events instead of allowing activists to control themvisegrad v ,0
Hate, must take decisive action for sealing borders with bdesh to prevent rampant illegal migration encouraged by one community,1
Non-Hate,with close to million usd a month required to feed refugees in ethiopia x and x call for more solidarity from donors ethiopia is also facing massive internal displacement crisis ,0
Non-Hate,french police were tracking van in which child refugee was shot ,0
Non-Hate,immigrants come here on familybased visas without regard to their skills as a result half of all immigrant households receive welfare raiseact will stop this trump maga rednationrising immigration via ,0
Non-Hate,you can take action by calling the white house and your congressional representative refugeeswelcome withrefugees wewelcomerefugees ,0
Hate,sweden somalia illegalimmigration bordersecurityeurope is now seeing a rash of rape of women being sexually ,1
Non-Hate,the new art is directly across the entrance to cabeza prieta the natl wildlife refuge near the usmexico border in a region with the highest migrant death rate due to the brutality of the desert crossing safepassage waternotwalls ,0
Hate,i just pledged for the border wall do itbuildthatwall,1
Hate,france french restaurants turn to undocumented migrants to fill vacant jobsinstead of employing native european french citizens france has even surrendered their jobs to invaders,1
Non-Hate,president trump is a bser president trump tells the truth both things can be true endtheeu saveeurope stopislam bringbackthelira ,0
Non-Hate, documents the life of refugees living in coxs bazar camps in an ongoing basis view more at ,0
Hate, it is hilarious seeing these shutitdowndc antifa idiots marching against fascism while waving a communist flag moronsbe a patriot help buildthatwall order bricks today at this sundayfunday our products,1
Hate, no compassion for canadians though eh justingang violence caused by nonwhite immigration transit congestion caused by overpopulation and immigrant invasion asylum seekers means canadians lose their nationits time to let di,1
Non-Hate, stay well clear of scottish power if you want to get your meter changed months waiting months of being ignored not good,0
Non-Hate, my community stands withrefugees show that americawelcomes by supporting us refugee resettlement refugeeswelcome,0
Non-Hate,we are still hopeful that we can return in a month or two months that burma will accept us along with all the conditions if they do not we want the world to give us justice and make it possible for us to go back rohingya myanmargenocide,0
Non-Hate, migrants shot dead while escaping from libyan camp unitednations libyancampmore ,0
Non-Hate,russia allocates mn to un agency for palestine refugees ,0
Hate,pablo wont fair well in alabama trash will be taken out kas buildthedamnwall nownodaca noillegals nopediophiles nosextraffickers,1
Non-Hate,news from syria wurde gerade verffentlicht vielen dank an syria isis,0
Hate,under trump muslim refugees from burma rohingya are numero uno via why the hell we importing trouble for usa islamists never assimilate for the simple reason their religion does not permit assimilation into other societies period ,1
Non-Hate,germany greenlights controversial migrant transfer centers ,0
Non-Hate,article dun prof contributeur le fminisme dans lducation nationale criture inclusive et immigrationnisme anti white male via ,0
Hate,this democrat wants you to pay every illegal immigrant for coming to the us ,1
Non-Hate, what the hell is this is this part of the healthy conversation you were just preaching to us about shes our first lady like it or not shes also an immigrant a mother and daughter and fuck you for allowing this ht,0
Hate,stop calling them immigrants they are illegal alien scofflaws and should not be here,1
Hate,france invaded by rabid muslim baboons civil war against muslim immigrants via ,1
Hate, immigration changes lives with unmatched dreams where people expect to be housed to live the american dream while millions of americans never reach that height because of over populated migrants who expect much and get angry and viol,1
Non-Hate,what kind of goons and buffoons stop a magazine launch abvpkagundaraj goonswithguns sendthemhome ,0
Non-Hate,windrush migrant died under extreme stress trying to prove his citizenship lawyer says ,0
Hate,the home office has put on hold plans to re patriate glasgow failed asylum seekers with a week to go its always bad news for brits where migrants are concerned and a pakistani home office minister sanjiv javid it will never get better ,1
Hate,austria public tv propagandasoros club amnesty accusing migration policy of eu of increment of dead migrants nice extortionchina russia sa etc not responsible only europe is blamedwhy not their boss soros for incitation hypocrisy,1
Non-Hate,in honor of world refugee day on june our chicago office is going to raise k in days join our peertopeer fundraising campaign designed to assist not only refugees but also immigrant populations and vulnerable peopleour new neighbors ,0
Hate,massive dnc voter fraud criminaldnc corruptdnc fascistleft time for justice draintheswamp maga trumpocaptainmycaptain iloveice buildthatwall deportillegals,1
Non-Hate,im in coxs bazar this week seeing brilliant work in the kutupalong refugee camp monsoon season just stepped up a gear after just two days of heavy rains amp there is water everywhere rohingyacrisis ,0
Hate, actually that sign had been used as ok or cool long before retarded democratic libtard globalist cunts like you started calling everything white power and racism and being offended by everything so go get fucked by a rapefugee you tranny,1
Non-Hate,republican lawmakers are pleading with the potus not to deport melania immigration ,0
Hate, every country has a right to defend its border and determine who comes into their country immigration is not a right,1
Non-Hate,worker charged with sexually molesting eight children at immigrant shelter new records show via ,0
Hate,where is this brazil uganda sudan nope it is france got to love that cultural enrichment thing going on openborders refugeesnotwelcome slums,1
Non-Hate,attention abortiongenocide the successful tool of the lefturge congress use pp tax to support pregnant women amp their babes once born preserve amp protect generations of americans born to americanssuspend immigration stop resettlementdeport amp repatriateour homelandwer ,0
Non-Hate,irans revelutiongards advise the persian army to do evrything to close the street of hormus if usa like to attack ,0
Non-Hate,europeans need to stop acting like america is theirs you too are immigrant,0
Non-Hate,tomorrow is worldrefugeeday ,0
Non-Hate,hundreds of refugees return to syria from the northeastern lebanon ,0
Non-Hate,world reliefs offices across the us provide refugees with a warm welcome when they arrive tomorrow were revealing a brand new opportunity for you to help refugees rebuild their lives amp to make sure they feel welcome in the us can you guess what it is wrlovesrefugees ,0
Non-Hate,alastair campbell is another deluded remoanerthe word hypocrite springs to mind after reading this nonsensebrexit brexitshambles brexitmeansbrexit brexitbetrayalbnp immigration immigrationreform trump patriot shadowbanned ,0
Hate,immigration illegalaliens bordersecurity borderpatrol migrantshow noble of johnlegend to stand up against the evil republicans ,1
Hate,mo brooks the m illegals in us give blue states congressional seats maga walkaway nodaca noamnesty drainthedeepstate thewall,1
Non-Hate,hatred and bigotry toward rohingya muslims is so deeply rooted in myanmar even w repatriation plan how will they be resettled ,0
Non-Hate,wrong doug ford simply wants the federal government to foot the bill because the liberal government was not prepared and budgeted to welcome the surge in refugees nobody is strictly against immigration but it must be orderly otherwise taxpayers pay through their nose ,0
Non-Hate,the stock markets achilles heel ,0
Hate, you are without a doubt the greatest president everwe love you sirboycottnike drainthedeepstate boycottnfl maga buildthatwall,1
Non-Hate, thats why i agree with our countries and governments not bombing assad and syria let them fight their battle win it and then allow the refugees to return to their original homes dont add to the problem,0
Non-Hate,welcomethestranger executiveorder refugeeswelcome ,0
Hate,group of people crisscrossed entire delhi in one monthshocking to see encroachments by muslimsimmigrantsmost dirty areasno action,1
Non-Hate, la raza board member runs nonprofit that made over billion under obama from managing illegal children migrants and will make million just this year,0
Non-Hate,remittances to caribbean islands reached record high in world bank ,0
Hate,trump administration may end temporary protected status for somalis via do it today why the hell are they special ,1
Hate,syrian migrant arrested for raping yearold swedish girl ,1
Hate,many illigal refugees was found death in south of usa in the desert trump can help if he build the wall against mexiko ,1
Non-Hate, female immigrant and refugee students speaking five different languages are enrolled in this coding studies program girlsintech ,0
Non-Hate,syrian refugees no cash donations please if you really want to donate please donate your money to a reputable ,0
Hate, as potus was the biggest threat to freedomofpress and truth that there has ever been twofaced self absorbed pompous pos well is rebuilding the arc of history moveon moveforward maga pur,1
Hate, the only chance to save usa is to stop any imigration of all muslim countries,1
Hate, i watched as always awesome it appears wants to bring down the republican party before he leaves buildthewall passsaf endchainmigration endvisalottery enacteverify,1
Hate,got an ideal if we stopped giving illegal immigrants food stamp welfare would they go home and if they are illegally here why should they get any of this also has anyone has the amount of our tax dollars go to these folks just asking ,1
Non-Hate,landdegradation undermines the wellbeing of billion people or twofifths of humanity drives species extinction and intensifies climatechange and is also a major contributor to mass human migration x ,0
Non-Hate,more than a dozen arrested as protesters counterprotesters clash in berkeley nazi scum well shut you down berkeley is an immigrant town wow this is taste of future for whites in america ,0
Non-Hate,who are the european leaders who could save western civilization from the migration jihad gives us his listhungarian pm viktor orban who became more powerful due to the folly of germanys angela merkel is firstsee what i said ,0
Hate, please do not listen to lame duck immigrationthe wall is way more important than tax stick to your instinct buildthatwall buildthedamnwall deportthemall,1
Non-Hate,spain asks eu for emergency funds to cope with migration ,0
Non-Hate,cases include a twisted paedophile a lunatic driver and an illegal immigrant who posed as a yearold girl ,0
Non-Hate,how a tip cost an immigrant her airport job i was so happy to see this woman who had a gofundme goal of reach over ,0
Hate,where europe will go the people will vote different because they have to decide more refugees more weapons for nato means less welfare and fine life or no refugees no weapons means happy life i think they will decide the last option ,1
Non-Hate,its clear that the administrations attempts to punish local governments for refusing to cooperate with immigration enforcement are unconstitutional the administration should focus on treating immigrants with compassion and respect ,0
Non-Hate,many of these parents were removed from the country without their child all of this is the result of the governments separation and then inability and failure to track and reunite sabraw said ,0
Hate, immigration in a picture basic truths access to white people is not a human right,1
Hate, one hopes it wont be just about numbers of immigrants but the type of immigrants we want to allow into our country,1
Non-Hate,if the migrants countries do not give out the same benefits then its fair we do not how can the eu decide about countries out with the eu,0
Non-Hate,i expected to feel good at the end of my stay here in athens working with refugees but i dont i feel like shit that my own people are here suffering and i get to go back to my family and home,0
Non-Hate,highly regarded army veteran faces deportation aapi ,0
Non-Hate,doctor punished for giving vaccine exemptions to children with high risk of vaccine brain damage ,0
Hate,watch italian man says islamic refugees should be deported they took over my town its an invasion free speech time ,1
Non-Hate,donald trump ice and immigrant detention centers are the real pizzagate stories of sexual abuse will continue to surface ,0
Hate,buildthewall rt if you agree todays illegals are tomorrows democrats no more illegalimmigration nodaca nochainmigration secretsociety tuesdaythoughts morningjoe wednesdaywisdom ,1
Hate,consequences of the jews kalergi plan wars for israhell drive mass immigration into europe via ,1
Non-Hate,climate change refugees how to protect them withrefugees ,0
Hate,saturdaymorning people think illegalimmigration is just about buildthatwall and jobs no one talks about the fraud committed or money sucked out by illegalaliens from social services maga kag trump americafirst foxandfriends,1
Non-Hate,i dont know ombudsman could answer the question but nobody cares under this administration all this does is create chaos for refugees and asylees that are perfectly in status and discourages travel,0
Hate,dems suggest kavanaugh should not be considered for scotus bc trump is under investigationnever mind that said investigation is a trumpedup phony witchhunt begun by dems in the st placepotus maga draintheswamp votered news nodaca kag getoutthevote buildthewall,1
Hate,michelle malkin provides proof that european governments and press are actively covering up epidemic rape by muslim immigrants they literally refuse to allow the press to mention that the rapes are being conducted by ,1
Hate,france before after islamification deportthemall,1
Non-Hate,syrian refugee says hopes of new life in us dashed by trump travel ban ,0
Hate, here you see the waste of europe the city of london shortly run to destroyed by foreign immigrants,1
Non-Hate,afd we have to take care of our own poor before inviting migrants ,0
Non-Hate, welcomes people who havent been able to participate it affirms that disabled bodies arent a detriment to the world theyre an asset disabilityjustice disability ,0
Non-Hate,in appreciation barbara harrellbond refugee advocate and researcher withrefugees ,0
Hate,obama our smallest president must take credit for all good disavows all that was bad during his year assault on our great countrymaga kag potus trump news votered nodaca walkaway americafirst usa backtheblue alllivesmatter liberalismisamentaldisorder nra,1
Non-Hate, talks with s victoria crouse about her new report on immigrant entrepreneurs ,0
Non-Hate,the german government pays for week vacation for refugees to go home to the very places they are seekibg asylum from ,0
Non-Hate,britain to deport more than illegal immigrants free speech time ,0
Non-Hate, it is from assad syrian refugees flee not the west the west gave very limited mostly nonlethal support russia gave assad bns in tanks and aircraft iran s s of fighters to murder and,0
Non-Hate,the truth about immigration ,0
Hate, amen see canada in decay by ricardo duchesne for the similar reality of canadawe are not nations of immigrants,1
Hate,at this time worganized crimereturning jihadists its a matter of national security italy salvini must ignore international social engineerscultural marxistsv italy kurz others must challenge empty threats from uneu migration pimps what can they really do about it ,1
Non-Hate, hundreds of syrian refugees return home from lebanon v visegrad ,0
Hate,how many thousands of taxpayer dollars did rockelle garza fleece to defend free abortions for illegal aliens oh the poor illegal alien might get spanked by her parents gimmie a break buildthatwall fridayfeeiings,1
Non-Hate,candace is an inhome esl tutor for refugees watch her story on how she advocates for refugees donations to our kindays campaign fund programs to advocate and stand for the vulnerable full video on facebookthanks to for the video ,0
Non-Hate,rt some are building a taller wall but here at amnesty international we are building a longertable for refugees learn about how you can get involved ,0
Hate,watch and listen to the stories of lost loved ones who were murdered by illegal aliens as told by their families if this isnt cause enough to build the wall and strengthen our immigration laws then nothing will be ,1
Non-Hate,at number burundian refugees are among the most neglected in the world we are the invisible people ,0
Non-Hate,number of illegal migrants in ukraine grows by ,0
Non-Hate,italian interior minister has closed all italian ports to more than migrants who were rescued by the aquarius this violates international humanitarian laws ,0
Non-Hate,whats happening today will be written down as history and we dont want it to be fake history syria refugees ,0
Non-Hate,some people really dont understand why i get so upset at injustices happening in this country trust me its not that i like getting my panties in a wad over dumb things its the fact that people like me minority brown immigrant etc r suffering and it affects me directly,0
Hate, agree with your idea to use the army to build the wall do it buildthatwall buildthewall,1
Non-Hate,they native americans you no good hill billy immigrant ,0
Hate,isgermanychristian in liberals across the world looked at merkel amp her prorefugee policy but since islamophobia has risen who is a german what is germanys dominant culture who supports the afd and why a piece for ,1
Non-Hate,douglas todd trudeau government goes silent on canadas syrian refugees via add it to the alarming list of his and his governments fails ,0
Hate,lebanese christian beats up syrian refugee in his home and screams at his wife with subtitles ,1
Non-Hate,judge orders us government to stop forcefeeding psychotropic drugs to immigrant children via ,0
Non-Hate, in my judgment the process which was adopted by the secretary of state in the present context failed to comply with the requirements of procedural fairness as a matter of common law so immigrant children were lost literally lost h,0
Non-Hate,rohingya refugees move to higher ground to avert loss of lives in the upcoming monsoon season ucanews voiceforthevoiceless refugee bangladesh ,0
Hate,she likes big houses now she can accommodate lots of illegal immigrants ,1
Hate, states must defy uneu rules that hold them hostage regarding deportation denying entry amp selfdefencespain an abomination as migrants smugglers ngos and mafia determine eventstime for pushback now uneu can do little about itvisegrad v,1
Non-Hate,violence as migrants storm moroccospain border fence ,0
Hate, total lie cong is the main culprit for influx of illegal migrants both bangladeshisamp rhongyias if they deported few millions came during their tenuresamp they encouraged muslim illegal migrantsampshooed away hindu migrants,1
Hate,more migrants from terrorist nation enter texas via mexico this week how many terrorists have already successfully crossed n the usa from mexico we will never know buildthewall buildthatwall walkawaymovement maga kag trump,1
Non-Hate,led zeppelin immigrant song ,0
Hate,enough wphony lib argumentsvoter ids dont workwalls dont workillegals less crimeimmigration system brokeillegal kids are dreamers our kids are notmore gun laws neededblacks cant be racistpotus kag maga news trump walkaway votered buildthewall nodaca nra,1
Hate,this guy is a lawyer and he is proud that he helps aliens become americans on paperno assimilation just on paper buildthewall buildthatwall buildthedamnwall stopoverdoses immigration should be for people who want to be americansamericafirst,1
Non-Hate,spain struggles with spike in migrant arrivals ,0
Non-Hate, hes quite right its the sheer numbers that are changing countries and communties forever ask yourselfwhy is it only white european countries that have to undergo mass immigration doesnt happen in muslim or african co,0
Non-Hate,lobbying arm of the refugee industry kicks off political action campaign tomorrow to pressure congress and the prez to admit more refugees in fyyou should be countering their campaign by letting your washington reps know what you think ,0
Non-Hate,interesting how us intervention in central america caused the migrant catastrophe itself ,0
Non-Hate,welcome to the weird save sitewide withweird on our redbubble shop multinationalpatriot honorboth ourpatriotism patriot immigrant expat exclusivelyonredbubble onjenayo ,0
Non-Hate,called stand to let my legislators know i standwithrefugees the calling system worked flawlessly except for the part where i cried,0
Hate,america needs to create laws that revoke citizenship from legal immigrants who break laws we need to restore the demographics of america,1
Hate,illegal aliens strangled dogs on the texas border buildthatwall,1
Hate,illegal alien hit man dragged him for blocks in deadly dui crash buildthewall noamnesty nodaca deportthemall keepamericasafe,1
Non-Hate,over refugees who were in yemen have now returned to somalia since unhcr has carried out campaigns to ensure refugees are able to make voluntary properly informed decisions about returns especially given the current context in yemen,0
