class,text,hate
Non-Hate,boat carri  migrant sink northern cyprus coast  dead ,0
Hate, that one note one miss  year old work foreign trade mean involv transport illeg drug us #buildthatwal  ,1
Non-Hate,father belief sicilian immigr grew america becam citizen got marri rais three son life good america,0
Hate,man defend wife lynch six youth franc glori open border multicultur  violent immigr attack terror french ,1
Non-Hate, ,0
Non-Hate,immigr entrepreneur import fabric michigan strengthen communiti ,0
Non-Hate,migrant take sea rout #spain itali year un  ,0
Hate,close control border citizien refuge nigeria might bring lassafev us warn  ,1
Hate,   thank presid trump job peopl good worker reward ps open border mean lower wage american citizen #buildthatwal,1
Non-Hate,instanc particip pew studi broad overestim size immigr popul us  wouldnt make sens ask percentag total popul group democrat republican n,0
Non-Hate,best tool antiimmigr sentiment safe space white supremacist legisl poor folk shame smash ,0
Hate,sad antiamerican twitter censor good guy paid bad guy like soro jsut like #fakenew media   #buildthewal #lockthemup #enddaca #boycottnfl #boycottnik enough alreadi,1
Hate,#buildthatwal thank  trump  glorious militari  trump roll brilliant plan militari build wall via ,1
Non-Hate,would stop immigr southern countri whos peopl cast vote elect without actual us citizen ,0
Non-Hate,collabor   look immigr communiti less like report crime law enforc work ice  especi rural area ,0
Hate,#auspolw dont want migrant anywher australia destroy citi chang cultur lifestyl australian way life peopl allow region area #stopimmigrationnow turnbul cannot trust  ,1
Hate,presid trump two option #militari #homelandsecurity#buildthatwal ,1
Non-Hate,hey  thiev immigr steal apostroph ,0
Non-Hate,read rcusa report card month june  refuge behind schedul  month remain fiscal year  ,0
Non-Hate,secret american propos say us continu support un relief work agenc palestin refuge unrwa reduc number refuge acknowledg  million   ,0
Non-Hate,illeg alien accus tri rob stab woman home invas  breitbart   #stoptheinvas,0
Non-Hate,peopl today true work man valu instil us immigr parentsgrandpar right way ,0
Non-Hate,omg immigr person color id hate live kansa  immigr zealot kris kobach elect givernor depriv kansan right vote  via ,0
Non-Hate, sow delud lefti prick go rape grom begin ask eu help,0
Hate,  white peopl exist  white peopl right exist  white peopl right exist white peopl white communiti nation   easi come easi go   ,1
Non-Hate,older adult integr part mani immigr #famili administr public charg rule put entir famili risk learn #protectfamili ,0
Non-Hate,thank  take stand us fight misinform antiimmigr hate #sourcesmatt ,0
Hate,read muslim migrant communiti europ peopl live civil know live life west unfett immigr chang europ better ,1
Hate,sick barsteward happen put refuge welcom sign rape wive girlfriend daughter ruddi mother ,1
Non-Hate,pacif student wonder itd like work polici head along roadshow appli internship wish kind thing exist student ,0
Non-Hate,welcom #vial #chio imagin live month contain imagin contain sleep tent imagin tent sleep plastic sheet imagin none sleep rough  #eu treat refuge ,0
Hate,     bought store black market merchandis yet lib want crack legal owner typic delus #rifl #nra #buildthatwal,1
Non-Hate,minnesota mainlin church go way dodo bird  via                         sad day minnestastan,0
Hate,  yes #rcmp wait carri luggag #illegalmigr right enter #canada came safe countryusa broke law cross #illeg arent elig stay even approv #d,1
Non-Hate,scottish drama project help refuge share stori radio #withrefuge ,0
Hate, green card #daca illeg parent broke #immigr law illeg vote stolen citizen id #noamensti illeg daca #rednationris #gop #trump #maga #resignryan  ,1
Non-Hate,two undercov agent help itali collect evid prosecut chariti rescu refuge amp migrant overwhelm follow rescu broke cri  ,0
Hate, yeah right thing vote sweden democrat sweden swede rd world rapefuge terrorist #makeswedengreatagain,1
Hate, anyon activ passiv subscrib immigr especi assimil join battl destroy race make differ whether motiv come pope karl marx ayn rand,1
Non-Hate, petrov,0
Non-Hate,look pictur america wonder hell happen countri  women use classi lgbt degeneraci bash immigr prowhit white men fought us women respect patriarchi tradit promot need #maga,0
Non-Hate,#immigr worker arizona immigr shelter accus sexual abus  teen boy  via ,0
Hate,   would would open flood gate migrant saudi arabia want financi burden possibl lower class muslim influenc,1
Non-Hate,trump administr tell aclu respons find deport immigr parent  via ,0
Non-Hate,gym jordan didnt notifi superior ohio state doctor molest student trump admit feloni twitter yesterday rand paul moscow  coalit kiss putin butt  immigr children reunit parent ,0
Non-Hate,need tougher immigr law simpli plant tree,0
Non-Hate,#trumpadministr put maria amp dad hell  amp continu thousand immigr famili across us must push back nys next ag that ill help win fight trump antiimmigr agenda  ,0
Non-Hate,ad video  playlist  immigr black  interview ,0
Hate,secret #hungari becom one safest countri world western europ open border acceler #islamis #migrant crisi eastern europ opposit ,1
Hate, excel #illegalalien parent catch releas anymoreif dont want famili separ famili go jail together#buildthewal #deportthemal #wompwomp #enddaca #defundsanctuaryc #maga,1
Non-Hate, complet joke see guy outget face confront make convers make answer let know stand ,0
Hate,pleas make #illeg defin issu midterm elect let left defend illeg expens citizen #deportthemal #arresttheemploy #enddaca,1
Hate,blame illeg border cross parent put kid danger send crimin coyot cross border illeg  #trump #maga #wakeupamerica  #rednationris #immigr ,1
Hate,leftist guy kick hous nake refuge inviti ,1
Non-Hate,watch british tourist slap immigr offic  fine  ,0
Non-Hate,italian support refuge migrant right pozzallo sicili interior minist farright visit worldknown hotspot ,0
Non-Hate,wait turnguyanes immigr explain ny post agre us presid donald trump immigr polici   ,0
Non-Hate,un refuge boss concern us separ children #washington #unitedn #filippograndi  ,0
Hate,#openbord #immigr #ms  #childtraffick  #drugcartelswhat left want open border  bring unit state   high crime low wage overburden ,1
Hate,  america must stop crimin illeg alien come countri must protect children #walkawayfromdemocrat #democratshateamerica #democratskilledmollietibbett #buildthatwal #trumpforev #godblesspo,1
Non-Hate,border secur  take migrant find money non uk peopl like find money want bow scrape europ digti nhs staff pay rise  disabl umemploy shame tori lost trust lost,0
Non-Hate,zeebrugg struggl problem transmigr ,0
Hate,#wheniwenttothem call  report everi #illegalalien saw forward photo vehicl licens plate inform arrest deportation#makeamericasafeagain#maga #walkaway #wompwomp #buildthewal #deportthemal #defundsanctuaryc #enddaca,1
Non-Hate,german govern give refuge three week paid vacationsincludingairfarebackto countri fled unsaf  ,0
Hate,wash dc judg order trump reinstat daca august  feder judg texa hear case tri shut daca entir amp isnt  whether judg known immigr hawk rule favor kill daca hell,1
Non-Hate,born former soviet union live american dream russian immigr dimitri shein seek democrat nod us hous seat alaska ,0
Hate,like #travelban #sanctuaryc order anoth blow open border crowd clue call parent alreadi deport let send kid back  #trump #maga #rednationris  #immigr ,1
Non-Hate,ahe tamimi african migrant isra apartheid ,0
Hate, illig refuge usa must deport quick homeland secur,1
Non-Hate,son jamestown protest made usa conserv presid trump stick lincoln guy use fed troop citizen impos tariff tax south cotton written irish cathol immigr former never trumper ,0
Non-Hate, mio refuge wait un act unlimit settlement novemb usahungari dont undertak marocco ,0
Hate,doc reveal shock damag hotel hous syrian refuge  sheila g  via  thank great prime minist ha ha ha hell peopl hotel allow wreck place homeless still sleep street,1
Non-Hate,senat ted cruz visit immigr detent centr ,0
Hate,arrest deport all#buildthatwal,1
Non-Hate,probabl heard immigr famili separ usmexico border given complex environ set famili reunif fund give us flexibl respond situat chang donat xd  ,0
Non-Hate,deputi prime minist itali  call anti immigr allianc across europe#immigr #brexit #summer #whitegenocid #bnp #wimbledon #worldcup #brexitshambl ,0
Non-Hate,spain socialist rule parti want give migrant right vote ,0
Non-Hate,  tori relax non eu immigr nhs recruit make harder peopl make complaint sue incompet medic practic go hand hand price train uk staff everyth price,0
Non-Hate,first come tighten non prosecut naff staff open door immigr polici non eu medic staff week complain poor indian sponsor medic student doctor immigr law chang other back door call common#,0
Hate, mani #americankid yet reunit parent parent commit crimeoh that right #kamalaharri doesnt care #american kid #illegals#illegalalien #familysepar #illegalimmigr,1
Non-Hate,uk pension face  lash saudi arabia countri exist noth migrant pick old men help anyon,0
Non-Hate,look like libya new maritim rescu coordin center base italian warship near tripoli excit coordin eutrain libyan coastguard intercept migrant amp refuge libya unrecogn search rescu zone  ,0
Non-Hate,hes convinc town citi hire deal immigr vote problem seen get su walk away line pocket  perfect trump candid ,0
Hate, like voter wi amp ca want #immigr cut  less amp  state want cut  less peopl major support cut current million half#stoptheinvas #securethebord #voter #americansfirst ,1
Hate, moroccan kid sex donkey yes terrorist europ take refuge spoil countri,1
Hate,spain need wake wake quick famili go holiday countri assault robberi rape rapid increas violent african migrant million holidaymak go abl,1
Hate,restrict welfar benefit  british peopl confisc properti hous illeg immigr offshor intern camp  illeg immigr segreg ethnic  simplifi invit un  solv miss passport amp paper resid automat deport  illeg entri ,1
Hate, sad see pavement front lodhi hotel amp hudco encroach upon illeg migrant bad sight besid delhi traffic polic lax challan traffic offendersthey r alway seen gossip,1
Non-Hate,help hindu bengali assam save becom refuge ,0
Non-Hate,morocco let migrant make danger #spain cross get good deal eu  ,0
Hate, uk suffer uncap migrat cant cope ask midwiv hospit ask opion wan leav europ,1
Hate,spain spain set migrant command center amid summer surg arrivalsveri disappoint great countri activ give away countri,1
Non-Hate,time abandon us refuge program #refugeeswelcom #wewelcomerefuge #welcomek ,0
Non-Hate,bravo  way also immigr wife inlaw say immigr deserv anyth talk ,0
Non-Hate,venezuelan migrant bring trinidad flaw refuge polici light ,0
Hate,urg indian start campaign ouster rohingyasthi campaign must go till last rohingyaampoth illeg migrant leav india,1
Hate,trump appeal hawaii court rule travel ban  #againstallenemi #stoptheinvas #politicalislam,1
Non-Hate,mani area countri larg number immigr  less  year colleg educ communiti colleg  best option join us april  learn        ,0
Non-Hate,eu stay silent  year migrationcontrol partner turkey kill injur syrian asylum seeker push massiv number back border  silent turkey block registr manag get   ,0
Non-Hate,wow  disgust watch way laugh roll eye  turn take import black live immigr children poll well across countri ,0
Hate,immigr restrain deport littl justif  ,1
Hate,exact  mani inkl british mean  nd generat shelter immigr whisk mps etc  ,1
Non-Hate,#church #ministri unit methodist dismiss complaint jeff session use bibl defend famili separ  #dailynew #trend,0
Hate,sweden muslim migrant get five month youth detent prolong bloodi film gang rape yearold girl  via ,1
Hate,big enough spade mr shit dig uk vote stop shitti nation immigr whole put time put peopl first ask germani sweden crime go troubl migrant demand earn,1
Hate,watch briton protest migrant deport migrant  free speech time   ,1
Non-Hate,un urg #libya detain rescu migrant #head #unitedn  ,0
Hate,build dam wallstop happen usa#buildthewall#endsantcuarycities#endchainmigration#visalottery#jimjordanforspeaker#vot #redtsunami #supportpresidenttrump#maga,1
Non-Hate,drown woman child survivor found libyan coastguard left die migrant  ,0
Non-Hate, illeg migrant arriv spain first six month  almost doubl  migrant arriv spain period  ,0
Hate,watch muslim migrant attack swedish woman front children  free speech time   ,1
Hate, sirpl dont bow mad mamtatmc whimsampthreatscentr must go aheadampdeport illeg migrant india india must made home muslim illeg migrant pl dont abt consequencesentir india u throwin,1
Hate,  veteran firstrefuge go home,1
Hate,ice offic arrest  sex offend long island part oper soar  #securethebord,1
Non-Hate,ice oper target crimin alien immigr violat net  arrest new york state     round,0
Non-Hate,american administr decis withhold  million deep impact unrwa abil cater #palestin #refuge  need ,0
Non-Hate,realiz right eritrean refuge israel new articl ,0
Non-Hate,found half deport refuge never left germani report reveal ,0
Non-Hate,awesom also tri help refuge share stori new podcast  ,0
Non-Hate,year old high school student design websit resourc intend help immigr children teenag understand prepar possibl deport parent guardian arab american news #refuge #deport  ,0
Non-Hate,#spain violenc  migrant storm ceuta fenc ,0
Hate, left wing high hors  certain averag person take refuge remov countri shopper opportunist migrant crimin terrorist tie hidden wealth whos left ,1
Non-Hate,migrant refuge arriv spain ,0
Hate,cant trade  illeg immigr ,1
Non-Hate,mamata banerje said bangladeshi immigr   via ,0
Non-Hate, think spain bite chew #nomor #sendthemback,0
Hate,retweet christoph c hull immigr  #travelban countri shoot ,1
Non-Hate, obvious liar denial full kind excus cruel personwith mess immigr lost without parent show men feel humanscongress shock actionshi parti,0
Hate, instead get obama autograph fine dine eu nob listen skill cours eu migrant,1
Hate,american taxpay bill  billion everi year refuge  that absurd amp illeg vote #nomorerefuge ,1
Non-Hate,yearold girl sexual abus immigrantdetent center #infowar   ,0
Non-Hate,  that part overal feel refuge would add citi wherea there much tourism,0
Non-Hate,elect realli matter us sportsmen still protest racism homeactu nativ american homemov back great great great great grandfath came fromand see refuge shelter like hollywood homeless tentsit beauti,0
Non-Hate,pressur return build syrian express anxieti mani think never go back watch huda stori fear may forc look europ     ,0
Non-Hate,dont go home cant stay first time decad italianflag vessel return migrant libya open border activist outrag ,0
Non-Hate,code program ny seek open tech career door immigr girl ,0
Non-Hate,new citizen concern immigr debat ,0
Non-Hate, situat alreadi tens imagin yesterday hundr refuge protest mytilen memori afghani die due lack care moria riot violent protest alreadi happen less,0
Non-Hate,wake muslim migrat sweden struggl child marriag fear cultur insensit stop child marriages#swrm  via ,0
Non-Hate,trump close gover dont get money wall  build wall rescu usa refuge like europ ,0
Non-Hate,two aid worker charg theft refuge camp suppli uganda ,0
Hate,   daca #nodaca #nodaca u admit daca illeg would gop uphold illeg law daca mean law follow bad preced follow sorri illeg children r illeg,1
Hate,orban declar easterneurop free refuge say soro want make europ multiculturel societi poor ,1
Hate,   group smile third world face move street know nice dumb white peopl transfer  pay new school  cost teach loweriq childrenth descend white p,1
Hate,ironi die infilltr death see pakistani quot rubbish peddl gulf countri shit illeg immigr state level concern india empath someon corel illgl immgrnt ,1
Hate,#eu migrant camp libya pm alserraj  ,1
Non-Hate,bravo chicago campus associ professor dr nay chavez anoth wonder interview heartbreak topic alleg sexual abus immigr youth shelter see univis interview  ,0
Non-Hate,germani #spain reach agreement return migrant  ,0
Non-Hate,trump meet nato chief stoltenberg ahead brussel summit ,0
Hate,iranian either enter via greec serbia reckless grant visa iranian  iranian fli serbiathen leav richer state eu indirect support illeg migrat must end other must impos sanction serbia adjust attitud ,1
Hate,african say black europ european africa #landexpropriationhear current underway #southafrica  #sendthemback ,1
Hate,ban hate speech direct proport crime rise germani sharia enablersh speech tool hide un mass immigr conquer west #unitedagainstsharia ,1
Non-Hate,  refuge russia refuge unit state rest world playground mayb #stevenseag save us make sure joke #armsindustri #unsc,0
Hate,look like bread line africa #spain afford  hundr migrant break border spanish exclav ceuta  via ,1
Hate, never forget perpetr  usa #buildthatwal,1
Non-Hate,absolut agreement genuin refuge welcom grown men smartphon pretend children  welcom ,0
Non-Hate,think tonight playdat protestplan call  read staci stori famili experi incarcer separ base racism antiimmigr polit defend immigr famili  ,0
Non-Hate,turkish border mayor say readi new wave syrian refuge ,0
Non-Hate,media migrant journalist help fuel populist momentum ,0
Hate, spain  socialist pm pedro sanchez panic mode aggress male migrant overwhelm spain  expect   #v #visegrad ,1
Hate,would like see border close immigr sort mess  send illeg home  safe go home send refuge home  fix immigr system merit base one test see work ,1
Non-Hate, clever wrote shift understand home displac communiti colombia grandmoth handbuilt hous immigr  ,0
Hate, screw belief send pack christian nation christian law #buildthatwal #kag,1
Non-Hate,eu leader agre #euco conclus incl migrat #dollar sell hard#eurusd #gbpusd #gbpjpi #nzdusd ralli,0
Non-Hate,#migrant perhap countri gave massiv food aid countri could feed peopl due mani peopl eg countri desert year ago readili welcom aftermath form endless migrat refuge home,0
Non-Hate,sunday talk repres jim jordan discuss immigr legisl ongo fbioversight  ,0
Non-Hate,violent extremist burn mother medic clinic  attempt kidnap al parent fled iraq eventu resettl us watch incred journey join  campaign help refuge rebuild livesxd  ,0
Non-Hate,#sosvenezuela migrant refuge  ,0
Hate,aum india indian bangladeshi go home aim pursu anyon infring citizenship rule must punish sever state assam enforc zero toler polici toward illeg immigr lest assames reduc minor assam,1
Non-Hate,author samo object plan new migrant camp ,0
Hate,  fall welcom syrian refuge home etc ordinari peopl u lamb goat,1
Hate,nation deserv reason expect safeti countri vote republican #buildthatwal #endchainmigr #endvisalotteri #everifi #endvoterfraud,1
Non-Hate,kontrast die clan  arabisch grofamilien deutschlandsind de jaren zeventig heersen arabisch grootfamili binnen de georganiseerd misdaad europa mind zij waren eerst refuge uit oa libanon,0
Hate,  fuck moron go turn atl rd world citi garbag open border polici uneduc fool #atlantahitrockbottom #buildthatwal #impeachbottom #maga,1
Hate,us immigr live fear trump deport drive    alien live fear countri shouldnt bethey broke law get ok ice come dont cri youv long enough go home,1
Hate,illeg alien upstat ny alleg rape young girl  #securethebord #familyvalu,1
Non-Hate, syrian refuge complain bute gaelic speak australian abl stay scotland  good,0
Non-Hate,expect holiday camp  star facil bet better live condit germani home go back simpl  #refuge ,0
Non-Hate,illeg alien turn ice follow dead hitandrun car crash report say  #preventabledeath #stoptheinvas #therearemoreofthemoutther,0
Hate,would awesom lol great idea   #buildthewal #lockthemup #enddaca #boycottnfl #boycottnik enough alreadi,1
Hate,american peopl also agre illeg alien deserv free pass ahead hard work peopl tri come countri legal #buildthewal #deportilleg #gaysfortrump #nodaca,1
Non-Hate,sign petit demand congress stop privat detent incarcer immigr famili asylum seeker sign ,0
Hate,illeg alien audac tri enter us armi base that  nation secur risk illeg   year get deport   #rednationris  #immigr #trump #maga #sendthemback  via ,1
Hate,sweden almost like perfect experi multicultur wanna let massiv amount peopl muslim major third world countri okay get readi becom one ps told yah #immigr #sweden #stopimmigr ,1
Hate,sometim drastic amp dramat measur mean bring back control amp normal time toler becom non tolerant#europ  #uk need reclaim way life valu hijack amp abus #muslim migrant courtesi liber moron govern ,1
Non-Hate, im run help flip nys senat blue elect ill first indian american ever serv new york legislatur hope youll share immigr stori #nys #sd #flipthesen #desi #immigr #nextgen #onward https,0
Hate,refus kick khan fear might offend muslim immigr communiti undermin cultur equal ilamphbia true form pc make govt afraid offend even open offend ilami terror work rememb ,1
Non-Hate,us requir wouldb immigr turn social media handl  ,0
Hate,great ghetto hundr migrant labour live southern itali strike ,1
Non-Hate,studi least   immigr children interrupt school  #k #edpolici,0
Hate,     #socialismkil #elit #socialist invenezuela kill peopl #buildthatwall#voteredtosaveamerica,1
Hate,way overdu admit europ take migrant tri get place like canada       pleas look dramat graphic demonstr ,1
Non-Hate,romansh werent minnesota largest immigr group made big impact ,0
Non-Hate,cours dont need wall ice enforc immigr law  leftliberalsprogress mindsbut loud must stand let voic heard ,0
Non-Hate,   accord latest census almost  peopl identifi  ethnic black african black irish  year  figur  good immigr polic restrict,0
Non-Hate,mexico troop find  central american back truck  find illeg immigr,0
Hate,stretch #arizona border #illegalalien migrant famili keep come  #buildthewal #securebord #noamnesti,1
Non-Hate,hi  join mani signatori open letter   sure understand charg migrant women matern care uk unwork amp inhuman #allmoth need care regardless status,0
Non-Hate,german govern pay  week vacat refuge go home german govern actual give refuge three week paid vacat includ airfar back countri claim flee unsaf ,0
Non-Hate,muslim immigr shot colorado spring polic offic head remain us despit seri crime   ,0
Hate,yes #buildthatwal  yes keep peopl includi bloodthirsti drug cartel  diseas carrier hes mad cant keep give cartel weapon,1
Non-Hate,#unsc member prefer keep meet privat #rohingya refuge crisi  one year anniversari amp intens public interest council mission believ right session public   say ,0
Hate,invas  refuge  attack us buy #democrat ,1
Non-Hate,trump administr want end special un agenc palestinian socal refuge  ,0
Non-Hate, govt take concret action stop influx illeg migrant r foreign overstay expir visa,0
Non-Hate,germani tell itali take  migrant frontex ship  ,0
Hate,democrat straw clutch  know dont appeal real voter polici globalist immigr illeg voter  therefor seek insult rather tell better stori  ,1
Non-Hate,white dragon societi amp russia amp com amp gnostic illuminati amp cia nsa mi fbi white hat faction allianc bounti georg soro fund cia alqaeda dhs muslim terrorist infiltr amp freewelfaremoney illeg immigr voter obama democrat parti amp ms assassin ,0
Non-Hate,marianna status document wife refuge thought neededhowev ,0
Non-Hate,know #bangladesh plan ship  #rohingya refuge tidal affect uninhabit island could fulli submerg typhoon hit well camp either  report amp press conf  aug  #bangkok #fcct  ,0
Hate,finnish men patrol street protect women refuge migrant deport  free speech time   ,1
Non-Hate,ebola hero protest migrant deni nhs healthcar ,0
Hate,#buildthatwal #ice ice zero toler polici boarder let eb immigr commit fraud harm us citizen gain perman resid us see print sign mail  dir vitiello support us  rt,1
Non-Hate,island civil increas dark world betti found immigr europ owe success harmoni fusion cultur lesson ,0
Non-Hate,prepaid card refuge turkey ,0
Hate,kind #goldmenschen #merkelgeschenk get save #refuge fromdrown #oceanwhil actual pollut #ocean lot btw take make #westernworld wake upampsend back home #refugeesnotwelcom #merkelmussweg #grenzendicht ,1
Non-Hate,rauner drag feet immigr communiti attack #ilgov #twill ,0
Hate,   tell mewhat could peopl come back doorbr countryexcept  crime  diseas #buildthatwallu share,1
Hate,   hold parent respons break law endang children illeg cross us border  catch releas solut art us immigr problem,1
Non-Hate,current situat cant go back home myanmar militari reinforc troop #kachin  #ucanew #thereforthevoiceless #conflict #myanmar        ,0
Hate, dirti vote bank polit aap rule made delhi look like big slumilleg migrant delhi increas  time aap rule,1
Hate, illeg immigr bribe go home pay fare,1
Non-Hate,case condit becom wors local peopl #refuge favourit aid group  #ucanew #voiceforthevoiceless #rohingya #conflict          ,0
Hate,  send fattestugliest filthi scumbags#buildthatwal ,1
Non-Hate,pope explor link poverti migrat ,0
Hate, wall militari readi safetysecur peopl unit state #buildthatwal,1
Hate,join american sheriff secur america border #buildthatwal,1
Hate,ice protest scale statu liberti identifi congoles immigr record assault cop  lolleftist step crap one,1
Hate, bad mitch mcconnel paul ryan arent listen andor dont care time fulli fund border wall  shut govern need make everifi mandatori end chain migrat #buildthatwal #maga,1
Hate,  hunt illig refuge dog save usa bad element ,1
Non-Hate,mayor lebanes town caus believ arc town ordeal last bend toward littl less miseryif constitu syrian refuge still live nightmar ,0
Non-Hate,child care worker charg sexual assault eight children southwest key immigr shelter ,0
Hate,#buildthatwal #illegalimmigr get peopl hell countri,1
Non-Hate,#withrefuge   ,0
Hate, illeg immigr rescu insid  degre tractortrail #buildthewal #sendthemback,1
Non-Hate,help go home ,0
Hate,right wing politician amp warmongersw want drop lot bomb middl east african countri  well make lot moneyright wing politician amp warmong fuck back countri immigrantsobvi braincel amongst right wing,1
Non-Hate,latest one immigr woman trump administr famili separ polici may end cost life  tenyearold son ,0
Non-Hate,#informationwarfar ,0
Non-Hate,germani franc malta agre take boat migrant ,0
Non-Hate,youth #care worker accus sexual abus #immigr boy  #prescientinfo ,0
Non-Hate, migrant forc entri spain african exclav ceuta ,0
Hate,peopl want wall fund shut  #wrwi also peopl want daca illeg sent back countri origin  wrong thing #draintheswamp #buildthatwal #buildthewal #maga #wwgwga #kag,1
Non-Hate,stand immigr communiti add name citizenship question undermin accuraci census underfund communiti #savethecensus ,0
Hate,ispuppet tri roll three time one tri start fight street without success even never attack guess im simpli infidel first refuge  also attack without reason absolut know im talk,1
Hate,everi countri come seek asylum better life becom burden financi system crimin system allow #deportthemal respect #america  #buildthatwal #maga #patriotsunit #apologytourisov,1
Hate,pleas sure share wide #maga #makeamericagreatagain #maga #tcot #drainthedeepst #draintheswamp #buildthatwal #deplor   #totallyrealnew,1
Non-Hate,facebook new polit advertis polici denounc immigr civil right group   #advertis #review ,0
Non-Hate,also place arab bengali amp latin american spanish class januari run sinc sept suitabl absolut beginn great want brush fee hr amp profit go free esol class refuge ,0
Non-Hate,luigi fugazi padron south villag italian immigr communiti turn th centuri learn benefic help thousand fellow countrymen mourn die day   ,0
Non-Hate,rivet investig stori  uncov kobach lyle lanley antiimmigr ordin ,0
Hate,hard understand immigr immigr come legal follow rule law illeg illeg  crimin law abid  ,1
Non-Hate,#bringbackourbord #hillaryclinton #illegalimmigr #clinton#democrat could easili fix problem separ children desir realli dont care ,0
Non-Hate,today  alongsid immigr right group across countri file foia  demand account amp transpar there  immigr still wait citizenship sometim  month  #teardownthendwal #naturalizenow ,0
Non-Hate,need shout loud happen  refuge situat much import ,0
Non-Hate,live us child migrant #macron us trade deal #northkorea return us #war remain ,0
Non-Hate,   let bring back level second would situat  million illeg immigr plan action would take,0
Non-Hate,last week justic staff member spoke immigr detent focus inhuman treatment poor condit observ volunt south texa famili residenti center dilley tx chaotic polici chang continu advers affect detaine ,0
Non-Hate,accord hole denmark  ,0
Non-Hate,ferrari crash new ceo throw marchionn bus  ,0
Non-Hate,given stage refuge shine given opportun thriveyou see entir #tedxkakumacampxd show share favorit talk friend tell us think right xf  ,0
Non-Hate,offic orban start next  year complet major hungarian parliament fighter refuge soro say liber europ past want establish european christian polit reform ,0
Non-Hate,help refuge prove labour love germani ,0
Non-Hate,judg separ immigr famili there hell that probabl look like  ,0
Non-Hate,hrw slam appal condit migrant camp northern greec ,0
Non-Hate,stop traumat immigr children trumppenc regim  #childrenincag #familysepar #reunitethefamili #reunitefamiliesnow #reuniteeverychild #immigrantchildren ,0
Non-Hate,excit  roundtabl #loveignit #wewelcomerefuge,0
Non-Hate, hungari montenegro   prime minist viktor orban offer help montenegro difficulti aris illeg migrat countri want result border call orban merkel macron help  #v #visegrad ,0
Non-Hate,sweden countri need money refuge give better life swedish retireag must increas end socialwelfar swedisch peopl ,0
Non-Hate,ecstat welcom #refuge famili #memphi tuesday separ long communiti member vol staff gather airport celebr near #worldrefugeeday  share way show #memphiswelcomesrefuge stay tune,0
Non-Hate,trump doubl obey law that caus famili separ us migrant camp  watch  oh hell yes ,0
Non-Hate,trump move strip palestinian refuge status report al jazeera kushner  alleg press jordan strip two million palestinian refuge status unrwa would longer oper   ,0
Non-Hate,#kakuma refuge camp benefit renew sourc energi  busi today   via   #withrefuge      ,0
Hate,austria jesus said give men need refuge want austrian share money amp home migrantsno go back third world shithol entitl make austria home,1
Hate, cameron coward attack poor yet immigr number dont add need get,1
Hate,ice chief readi nation sanctuari citi crackdown  #againstallenemi,1
Hate,  especi uk govt continu turn blind eye feral econom afro middl eastern migrant enter everi dayno child safe well eu close tight border entri port,1
Non-Hate, cameron promis uk peopl dirti deal ignor genuin fear mass immigr bring r u coward genuin,0
Hate,dont blame surround neighbour commit genocide#buildthewal #buildthatwal,1
Hate,  aap ruledelhi fast becom slumrecord influx illeg migrantsfilth around favorit communiti coloniesse nzm,1
Non-Hate,watch muslim refuge call un take action britain food disgust  free speech time   ,0
Hate, corbyn still maintain blair new labour essenti marxism danger cult put migrant first usual member polit religi cult would kill member left migrant return vote l,1
Non-Hate,#burundian refugee among neglect say  also featur darc south sudan nigeria ,0
Hate,great articl  migrant sole currenc find new one stop transport  via ,1
Non-Hate,anyon rememb eddi murphi skit pose white man im tri buy newspap  need redon except illeg immigr instead white man,0
Hate,eu doesnt want reduc refuge socialist gover want take fenc nato enclav ceuta  refuge want take spain maroc spain peopl hate gover take ,1
Hate,   cut free shit illegalsguarante wont cross anymor #buildthatwal,1
Hate,hey #democrat obama agre wth  illeg #immigr #democrat stop whine lie pass bill job depend #electionday #rednationris #trump #maga #gop  ,1
Non-Hate,cheap land immigr heritag,0
Hate,europ fed muslim immigr  new eu deal stop mad  free speech time   ,1
Hate,protest bang drove glass entir time north korea mao grandson mao xinyu appear meet beij friday review requir constitut #buildthatwal nation defens issu  #buildthewal,1
Non-Hate,surpris  audac  trump forc defend busi practic immigr base hes alway stoke hatr includ  ,0
Non-Hate, coast san diego team continu take #ofact support immigr friend neighbor #familiesbelongtogeth ,0
Hate,time #massdeport border secur #borderpatrol #ice  #nodaca,1
Non-Hate, germani spain reach agreement migrant return,0
Non-Hate,med houseeu adult day care camp migrant seek handout profit crimetunisia abus #itali eu leverag bt lack courag use #salvini must send messageeith stop boat amp take back citizen buri econom esp leader ,0
Hate,good morn to#maga #nodaca #nodacaamnesti #buildthewal #lockthemallup #americafirst #notabot rt forev love #potus ,1
Hate,enough white hous say us choke  million legal immigr ,1
Non-Hate,video  #bnp press offic amp spokesman david fur interview comedi centralheavili edit light heart debat serious subject #immigr #britainread full articl see david reveal pro immigr crowd twist statist,0
Non-Hate,fact studi found  percent increas immigr share labor forc turn decreas usborn unemploy  percentag point increas usborn labor forc particip  percentag point ,0
Hate,  ralli  weve got defeat liber pocahonta   massachusett want illeg commonwealth #nodaca #noilleg #sendiehl,1
Hate,actual victim isi real refuge middl east ,1
Non-Hate,word dont likeglobalistdemocratsocialistcommunistislammuslimobamacaredeficitcontinu resolutioncomprehens immigr reformnfl,0
